entry_idx,entry_time,entry_price,exit_idx,exit_time,exit_price,exit_reason,roi,roi_pct,pnl,minutes_held,max_price,min_price,max_gain_pct,max_loss_pct
7446,2026-02-06 00:06:00+00:00,75.62929423293521,7542,2026-02-06 01:42:00+00:00,78.65446600225262,TP_HIT,0.04000000000000002,4.000000000000002,40.00000000000002,96,78.91378624037944,67.85742026926611,4.342883324189334,-10.276274613553886
7445,2026-02-06 00:05:00+00:00,76.02057346962745,7543,2026-02-06 01:43:00+00:00,79.06139640841255,TP_HIT,0.04,4.0,40.0,98,79.24260779318337,67.85742026926611,4.238371504581215,-10.738084215614036
7443,2026-02-06 00:03:00+00:00,76.6229209253066,7555,2026-02-06 01:55:00+00:00,79.68783776231886,TP_HIT,0.03999999999999998,3.9999999999999982,39.99999999999998,112,79.77167289487603,67.85742026926611,4.109412603363022,-11.43978923041221
7444,2026-02-06 00:04:00+00:00,76.42119660759818,7555,2026-02-06 01:55:00+00:00,79.47804447190211,TP_HIT,0.04000000000000008,4.000000000000008,40.00000000000008,111,79.77167289487603,67.85742026926611,4.384223796549054,-11.206022305964009
7439,2026-02-05 23:59:00+00:00,77.55417674475088,7559,2026-02-06 01:59:00+00:00,79.81108952324279,TIMEOUT,0.02910111193520811,2.910111193520811,29.10111193520811,120,80.01547635590146,67.85742026926611,3.17365190949199,-12.503203415335165
7442,2026-02-06 00:02:00+00:00,77.0275226437947,7562,2026-02-06 02:02:00+00:00,79.23913744558564,TIMEOUT,0.028712007421273472,2.871200742127347,28.712007421273473,120,80.01547635590146,67.85742026926611,3.8790728424750482,-11.904968587571888
7506,2026-02-06 01:06:00+00:00,77.1926883623583,7567,2026-02-06 02:07:00+00:00,78.0016444026595,ROLLING_STOP,0.01047969772090061,1.047969772090061,10.47969772090061,61,80.01547635590146,76.3260264013408,3.6568074689825716,-1.1227254541896639
7611,2026-02-06 02:51:00+00:00,76.40779779027115,7731,2026-02-06 04:51:00+00:00,77.61428898608962,TIMEOUT,0.015790157951288217,1.5790157951288217,15.790157951288217,120,77.91668663757201,75.73525663310045,1.9747838452857367,-0.8801996348811559
7612,2026-02-06 02:52:00+00:00,76.68787638162932,7732,2026-02-06 04:52:00+00:00,77.74838000698372,TIMEOUT,0.013828830258343743,1.3828830258343743,13.828830258343743,120,77.91668663757201,75.73525663310045,1.6023526976123872,-1.2422038443055334
7626,2026-02-06 03:06:00+00:00,76.65569144652268,7746,2026-02-06 05:06:00+00:00,78.59559010576403,TIMEOUT,0.02530664876455628,2.530664876455628,25.30664876455628,120,78.6621104614928,75.73525663310045,2.6174429805644097,-1.2007390397937456
7627,2026-02-06 03:07:00+00:00,76.37915448470862,7747,2026-02-06 05:07:00+00:00,78.95212081929864,TIMEOUT,0.0336867611581788,3.36867611581788,33.6867611581788,120,78.95212081929864,75.73525663310045,3.36867611581788,-0.843028252868502
7628,2026-02-06 03:08:00+00:00,76.340505343355,7748,2026-02-06 05:08:00+00:00,78.89035130396528,TIMEOUT,0.03340095731803037,3.3400957318030366,33.400957318030365,120,78.95212081929864,75.73525663310045,3.4210088919341466,-0.7928277492169369
7629,2026-02-06 03:09:00+00:00,76.2835035673995,7749,2026-02-06 05:09:00+00:00,79.04256565545236,TIMEOUT,0.03616852869919794,3.616852869919794,36.16852869919794,120,79.04256565545236,75.73525663310045,3.616852869919794,-0.7186965840060826
7630,2026-02-06 03:10:00+00:00,76.49664348842616,7750,2026-02-06 05:10:00+00:00,78.8471165771551,TIMEOUT,0.030726486569107706,3.0726486569107707,30.726486569107706,120,79.04256565545236,75.73525663310045,3.3281488584677574,-0.995320605721619
7631,2026-02-06 03:11:00+00:00,76.61120764961987,7751,2026-02-06 05:11:00+00:00,78.8006018750151,TIMEOUT,0.02857798868552487,2.857798868552487,28.577988685524872,120,79.04256565545236,75.73525663310045,3.173632266642069,-1.1433718947827722
7632,2026-02-06 03:12:00+00:00,76.67181058896125,7752,2026-02-06 05:12:00+00:00,78.61949923662804,TIMEOUT,0.025402930134366893,2.5402930134366892,25.402930134366894,120,79.04256565545236,75.73525663310045,3.0920817550543678,-1.2215101595574442
7633,2026-02-06 03:13:00+00:00,76.58842738284268,7753,2026-02-06 05:13:00+00:00,78.65928828944439,TIMEOUT,0.027038822670298394,2.7038822670298392,27.038822670298394,120,79.04256565545236,75.73525663310045,3.2043199690498647,-1.1139682310977446
7732,2026-02-06 04:52:00+00:00,77.74838000698372,7788,2026-02-06 05:48:00+00:00,80.85831520726308,TP_HIT,0.04000000000000004,4.000000000000004,40.00000000000004,56,81.21378912334052,77.56881907288414,4.457210704641713,-0.23095135111941217
7733,2026-02-06 04:53:00+00:00,77.7175344183688,7788,2026-02-06 05:48:00+00:00,80.82623579510356,TP_HIT,0.04000000000000006,4.000000000000006,40.000000000000064,55,81.21378912334052,77.56881907288414,4.49866909846971,-0.1913536586017984
7747,2026-02-06 05:07:00+00:00,78.95212081929864,7833,2026-02-06 06:33:00+00:00,79.81310806824128,ROLLING_STOP,0.01090518202687951,1.090518202687951,10.90518202687951,86,81.4976703355707,78.5254291010719,3.2241686351886325,-0.5404436433105301
7748,2026-02-06 05:08:00+00:00,78.89035130396528,7833,2026-02-06 06:33:00+00:00,79.81310806824128,ROLLING_STOP,0.01169669990086128,1.169669990086128,11.69669990086128,85,81.4976703355707,78.5254291010719,3.3049910267979454,-0.46256886534493086
7749,2026-02-06 05:09:00+00:00,79.04256565545236,7833,2026-02-06 06:33:00+00:00,79.81310806824128,ROLLING_STOP,0.009748448907234593,0.9748448907234593,9.748448907234593,84,81.4976703355707,78.5254291010719,3.106053883448286,-0.6542507193335254
7750,2026-02-06 05:10:00+00:00,78.8471165771551,7833,2026-02-06 06:33:00+00:00,79.81310806824128,ROLLING_STOP,0.012251449805915346,1.2251449805915346,12.251449805915346,83,81.4976703355707,78.5254291010719,3.361636891086465,-0.40798889046047543
7751,2026-02-06 05:11:00+00:00,78.8006018750151,7833,2026-02-06 06:33:00+00:00,79.81310806824128,ROLLING_STOP,0.012848965225317689,1.2848965225317688,12.848965225317688,82,81.4976703355707,78.5254291010719,3.4226495691408476,-0.3492013606439964
7752,2026-02-06 05:12:00+00:00,78.61949923662804,7833,2026-02-06 06:33:00+00:00,79.81310806824128,ROLLING_STOP,0.015182096594392224,1.5182096594392225,15.182096594392224,81,81.4976703355707,78.5254291010719,3.660887091483467,-0.11965242270625552
7753,2026-02-06 05:13:00+00:00,78.65928828944439,7833,2026-02-06 06:33:00+00:00,79.81310806824128,ROLLING_STOP,0.014668576386696377,1.4668576386696377,14.668576386696378,80,81.4976703355707,78.5254291010719,3.608451217714878,-0.17017594652005064
7754,2026-02-06 05:14:00+00:00,78.83484361849494,7833,2026-02-06 06:33:00+00:00,79.81310806824128,ROLLING_STOP,0.012409036472253866,1.2409036472253867,12.409036472253867,79,81.4976703355707,78.5254291010719,3.377728165431473,-0.39248446907613416
7815,2026-02-06 06:15:00+00:00,80.50328946294918,7863,2026-02-06 07:03:00+00:00,78.79540244338375,ROLLING_STOP,-0.021215120909456386,-2.1215120909456386,-21.215120909456385,48,80.63154062581191,78.79540244338375,0.15931170479903314,-2.1215120909456386
7933,2026-02-06 08:13:00+00:00,79.09250899885477,8053,2026-02-06 10:13:00+00:00,81.38270915076801,TIMEOUT,0.028955967902679645,2.8955967902679647,28.955967902679646,120,81.49417976931029,78.71433581630711,3.036533801817186,-0.47814032875494106
7934,2026-02-06 08:14:00+00:00,79.22753511061475,8054,2026-02-06 10:14:00+00:00,81.64730045412223,TIMEOUT,0.030541974329115318,3.054197432911532,30.54197432911532,120,81.64730045412223,78.71433581630711,3.054197432911532,-0.6477537053135991
7938,2026-02-06 08:18:00+00:00,79.659214694108,8058,2026-02-06 10:18:00+00:00,81.30582860078408,TIMEOUT,0.0206707273351751,2.06707273351751,20.670727335175098,120,81.83029282324362,78.71433581630711,2.7254576102370325,-1.1861513842801878
7939,2026-02-06 08:19:00+00:00,79.35035804759748,8059,2026-02-06 10:19:00+00:00,81.2990476913345,TIMEOUT,0.024558044748432147,2.4558044748432146,24.55804474843215,120,81.83029282324362,78.71433581630711,3.1252975243773697,-0.8015366873440665
7942,2026-02-06 08:22:00+00:00,79.28993547805563,8062,2026-02-06 10:22:00+00:00,81.47903782863635,TIMEOUT,0.0276088300158421,2.76088300158421,27.6088300158421,120,81.83029282324362,78.71433581630711,3.2038837336310757,-0.7259429059666924
7943,2026-02-06 08:23:00+00:00,79.49834232308419,8063,2026-02-06 10:23:00+00:00,81.48465464452009,TIMEOUT,0.024985581628399964,2.498558162839996,24.985581628399963,120,81.83029282324362,78.71433581630711,2.9333322331204137,-0.9861922700109191
7944,2026-02-06 08:24:00+00:00,79.11511830935261,8064,2026-02-06 10:24:00+00:00,81.4108802906615,TIMEOUT,0.029017993404649833,2.9017993404649833,29.017993404649832,120,81.83029282324362,78.71433581630711,3.4319287791168476,-0.5065814241449712
7945,2026-02-06 08:25:00+00:00,79.04366691049172,8065,2026-02-06 10:25:00+00:00,81.47384033599275,TIMEOUT,0.03074469493239641,3.074469493239641,30.74469493239641,120,81.83029282324362,78.71433581630711,3.5254259090832027,-0.4166445043061343
7946,2026-02-06 08:26:00+00:00,78.90474333102165,8066,2026-02-06 10:26:00+00:00,81.48605721479963,TIMEOUT,0.03271430556397398,3.271430556397398,32.71430556397398,120,81.83029282324362,78.71433581630711,3.7076978755873937,-0.24131314123377548
7947,2026-02-06 08:27:00+00:00,79.09569008658139,8067,2026-02-06 10:27:00+00:00,81.57531763962298,TIMEOUT,0.03134971766890577,3.134971766890577,31.34971766890577,120,81.83029282324362,78.71433581630711,3.4573346963264764,-0.482142920627946
8054,2026-02-06 10:14:00+00:00,81.64730045412223,8096,2026-02-07 08:38:00+00:00,84.91319247228712,TP_HIT,0.04000000000000002,4.000000000000002,40.00000000000002,42,85.02955573075901,80.46489707716133,4.14251941928843,-1.4481842882549443
8056,2026-02-06 10:16:00+00:00,81.43950501873549,8096,2026-02-07 08:38:00+00:00,84.6970852194849,TP_HIT,0.03999999999999996,3.999999999999996,39.99999999999996,40,85.02955573075901,80.46489707716133,4.40824230353269,-1.1967262587732463
8059,2026-02-06 10:19:00+00:00,81.2990476913345,8096,2026-02-07 08:38:00+00:00,84.55100959898787,TP_HIT,0.04000000000000002,4.000000000000002,40.00000000000002,37,85.02955573075901,80.46489707716133,4.588624523116215,-1.0260275339757503
8060,2026-02-06 10:20:00+00:00,81.3547458351878,8096,2026-02-07 08:38:00+00:00,84.60893566859531,TP_HIT,0.03999999999999996,3.999999999999996,39.99999999999996,36,85.02955573075901,80.46489707716133,4.517019699152911,-1.0937883818470417
8063,2026-02-06 10:23:00+00:00,81.48465464452009,8096,2026-02-07 08:38:00+00:00,84.7440408303009,TP_HIT,0.040000000000000105,4.000000000000011,40.00000000000011,33,85.02955573075901,80.46489707716133,4.350391005157583,-1.2514719143223931
8064,2026-02-06 10:24:00+00:00,81.4108802906615,8096,2026-02-07 08:38:00+00:00,84.66731550228796,TP_HIT,0.04000000000000009,4.000000000000009,40.00000000000009,32,85.02955573075901,80.46489707716133,4.44495309125482,-1.1619862236137528
8065,2026-02-06 10:25:00+00:00,81.47384033599275,8096,2026-02-07 08:38:00+00:00,84.73279394943246,TP_HIT,0.04000000000000006,4.000000000000006,40.000000000000064,31,85.02955573075901,80.46489707716133,4.364241798475107,-1.238364675913897
8066,2026-02-06 10:26:00+00:00,81.48605721479963,8096,2026-02-07 08:38:00+00:00,84.74549950339161,TP_HIT,0.03999999999999999,3.9999999999999987,39.999999999999986,30,85.02955573075901,80.46489707716133,4.348594884912175,-1.253171613085287
8067,2026-02-06 10:27:00+00:00,81.57531763962298,8096,2026-02-07 08:38:00+00:00,84.83833034520791,TP_HIT,0.0400000000000001,4.00000000000001,40.0000000000001,29,85.02955573075901,80.46489707716133,4.234415741285734,-1.3612212548986742
